股票代號     公司簡稱     開盤         最高         最低         昨收         漲停價       跌停價       當盤成交價   當盤成交量   累積成交量  
2429         銘旺科       15.8000      16.4000      15.5500      17.1500      18.8500      15.4500      16.4000      3            94          
2431         聯昌         5.6000       6.2000       5.6000       6.2000       6.8200       5.5800       6.1000       1            156         
2440         太空梭       6.3500       6.5400       6.3500       6.9300       7.6200       6.2400       -            -            30          
2456         奇力新       67.4000      70.9000      66.4000      72.0000      79.2000      64.8000      69.0000      211          4032        
2457         飛宏         5.1700       5.1900       4.9400       5.3600       5.8900       4.8300       5.1200       15           573         
2460         建通         6.1000       6.3900       6.0900       6.5300       7.1800       5.8800       6.1400       13           72          
2462         良得電       24.2000      24.9000      24.2000      25.1000      27.6000      22.6000      24.5500      1            28          
2467         志聖         24.2500      24.6500      23.8500      24.8000      27.2500      22.3500      24.1000      14           484         
2472         立隆電       24.2500      24.5000      23.6000      25.0500      27.5500      22.5500      24.0000      9            333         
2476         鉅祥         17.0000      17.5000      16.7500      17.1000      18.8000      15.4000      17.3000      5            141         
2478         大毅         46.7500      49.2000      46.0000      50.2000      55.2000      45.2000      47.0000      175          4781        
2483         百容         14.5000      14.7500      14.2500      14.9500      16.4000      13.5000      14.7500      2            38          
2484         希華         14.3000      14.8000      14.2500      14.9000      16.3500      13.4500      14.5500      35           645         
2492         華新科       138.0000     146.5000     133.5000     143.5000     157.5000     129.5000     146.5000     1037         12343       
2493         揚博         23.4500      23.4500      22.8000      23.8500      26.2000      21.5000      23.2500      18           214         
3003         健和興       28.3500      28.3500      27.1500      29.7500      32.7000      26.8000      27.7500      9            667         
3011         今皓         3.8200       4.2100       3.8200       4.2400       4.6600       3.8200       4.0200       7            198         
3015         全漢         16.3000      17.5000      16.2000      15.9500      17.5000      14.4000      17.4500      9            1107        
3021         鴻名         10.4000      10.4000      9.9500       11.0500      12.1500      9.9500       10.2000      46           698         
3023         信邦         95.6000      104.0000     95.0000      101.0000     111.0000     90.9000      98.6000      89           2110        
3026         禾伸堂       79.5000      82.0000      77.6000      82.8000      91.0000      74.6000      80.3000      107          2111        
